,Category,Headline,SubHeading,isResult,isMaybe
3216,BOKSNING ,"Mahfoud og bokseeliten vil have mere tid i ringen: 'Vi har en følelse af, at man skåner kvinder' ",Sarah Mahfoud og flere af verdens bedste boksere kæmper for at få samme vilkår som mændene ,False,
3217,Ishockey VM,Dansk angrebs-es tvivlsom til VM,Frederik Storm kæmper med tiden for at blive klar til VM i Finland,False,
3218,GOLF ,Tiger Woods er tilbage: Vinder sin første major siden 2008 ,"Tiger Woods vandt søndag US Masters, amerikanerens første majorsejr siden juni 2008 og hans 15. i karrieren ",True,
3219,SPORT ,Mark O. Madsen bankede englænder i gulvet i MMA-kamp,Den tidligere OL-bryder Mark O. Madsen vandt sin fjerde kamp i kampsportsgrenen MMA på hurtig knockout ,True,
3220,ISHOCKEY,Lars Eller: Stanley Cup-trofæ skal få unge til at drømme,Den danske NHL-vinderer har i denne uge trofæet med hjem til Danmark. Han opfordrer de unge til at tænke stort,False,
3221,Ishockey VM,Kæmpe kollaps af Sverige - tæt på VM-exit,"Sverige var foran 2-0, men Tjekkiet vandt 3. periode med 4-0 og sendte Sverige ned på sidstepladsen i gruppe A",True,
3222,Skisport ,Vinder af Tour de Ski kollapser kort efter målstregen,"Tour de Ski fik en dramatisk afgørelse, efter at Frida Karlsson kollapsede efter den samlede sejr ",True,x
3223,Ishockey VM,Landstræner er utrolig stolt,"Landstræneren er begejstret for, at andre spillere end Nicklas Jensen endelig fik gang i målscoringen",False,
3224,Ishockey VM,Danmark vinder stort i sidste VM-test,De danske ishockeyherrer vandt med hele 8-0 ude over Storbritannien i en testkamp,True,
3225,Vinter-OL,Første OL-danskere i aktion tror på historisk sejr,"Aldrig før har et dansk ishockeylandshold spillet en kamp ved OL. Fredag morgen sker det, når de danske ishockeykvinder går på isen mod Kina",False,
3226,KORT NYT ,Magnussen slutter som nummer 18 i Austin ,Kevin Magnussen slutter som nummer 18 i sprintløbet i Formel 1 i den amerikanske by Austin og får dermed ikke point til VM-regnskabet ,True,
3227,VINTERSPORT ,"Familien dukkede op, da Shiffrin skubbede Stenmark af tronen som den bedste nogensinde ",Amerikanske Mikaela Shiffrin var hurtigst i slalomløbet i Åre og er nu den mest vindende World Cup-skiløber nogensinde,True,
3228,SPORT,"Hov, hvad skete der?: Sindssygt glade Helena Rosendahl Bach bryder den suverænt længste rekordtørke i dansk svømning",Med den første danske rekord i svømning i halvandet år sikrede Helena Rosendahl Bach Danmarks eneste medalje ved EM ,True,
3229,Atletik ,Etiopisk dobbelttriumf ved VM,Amane Beriso Shankule vandt et bagende varmt VM-maraton i Budapest foran landsmanden Gotytom Gebreslase ,True,
3230,Ishockey,Aalborg fortsætter stime og fører ligaen,Aalborg Pirates slog mandag Sønderjyske med 3-2 og har nu hentet fem sejre på otte døgn,True,
3231,FODBOLD,Hjulmand: »Det var ganske enkelt for dårligt«,Kasper Hjulmand skosede den danske præstation efter sejren på 2-1 mod San Marino ,True,
3232,BEIJING 2022 ,OL-stjerne føler sig som en joke efter tre fiaskoer på pisten,"Mikaela Shiffrin var blandt storfavoritterne i de alpine ski-konkurrencer ved vinter-OL, men hun kom ikke på podiet i en eneste",True,
3233,CYKLING,"Brian Vandborg: Er du gal, jeg har drømt om Dannebrogstrøjen","Når man som cykelrytter er blevet - eller står godt til at blive - udtaget til Tour de France, får DM en endnu større betydning. Tænk at kunne køre Tour de France med Dannebrog på ryggen, skriver tidligere cykelrytter Brian Vandborg i denne klumme ",False,
3234,Ishockey,Aalborg i store problemer mod bundprop,"Aalborg Pirates var bagud med 1-3 efter bare otte minutter mod Rødovre Mighty Bulls, men fik vendt kampen",True,
3235,Ishockey,Overtidsmål sikrer Frederikshavn sejr,"Der skulle forlænget spilletid til, før Frederikshavn fik afgjort tingene og sikret to point mod Esbjerg",True,
3236,SPORT ,Ulykke satte Anders Linds liv i perspektiv: 'Jeg er i live. Det er det vigtigste' ,Den danske bordtennisspiller brækkede to ryghvirvler efter et trafikuheld for syv måneder siden. Det har lært ham at sætte pris på dagligdagen ,False,
3237,Golf ,Stjerne vred på caddie - måtte holdes tilbage,"Rory Mcllroy blev rasende på Patrick Cantlays caddie, Joe LaCava",False,
3238,KVINDELANDSHOLDET ,Nadia Nadim er tilbage på landsholdet efter 15 måneders fravær ,Danmarks landstræner Andrée Jeglertz har udtaget sin trup til de kommende kampe mod Island og Wales ,False,
3239,FODBOLD,"Landsholdet fik fjernet den mørke sky, som har hængt over mandskabet i mere end et halvt år","Danmark vandt sikkert 3-1 over Kasakhstan i et opgør, hvor Simon Kjær tangerede Peter Schmeichels landskampsrekord. Robert Skov gjorde comeback på landsholdet med to flotte mål ",True,
3240,BASKETBALL ,Kontroversiel basketstøvle har fået Kina til at slukke tv-signalet til kampe i verdens største liga ,Boston Celtics basketstjerne Enes Kanter sendte et klart signal i sæsonpremieren ,False,
3241,Formel 1 ,Magnussen skuffer - starter næstsidst,"Kevin Magnussen havde fredag en skuffende kvalifikation i Qatar, der betyder, at han starter næstsidst søndag ",True,x
3242,KORT SPORT ,Ung målmand dropper i AaB-nederlag til Randers ,Randers FC har ikke tabt i de første syv runder af Superligaen og har desuden vundet de seneste fire kampe i streg ,True,
3243,Håndbold ,Team Esbjerg tager stor sejr i CL,"Der var spænding til det sidste, da Team Esbjergs håndboldkvinder hentede to point mod franske Metz ",True,
3244,Volleyball ,Volleyballherrer forfremmer assistent til landstræner,Assistenttræner Kristian Knudsen forfremmes til landstræner for Danmarks herrelandshold på en kort aftale,False,
3245,ISHOCKEY,Politiet sigter ishockeyspiller for voldeligt overfald på 18-årig modstander,"Det kan få strafferetlige konsekvenser for ishockeyspilleren Kristian Jensen, at han fredag var voldelig over for en ung modstander fra Odense ",False,
3246,EM HÅNDBOLD ,"Burgaard blev rørt over assistentens ord: 'Et af de flotteste komplimenter, jeg har fået' ","Louise Burgaard er slet ikke bange for at tage ansvar, men bagspilleren er også udenfor banen blevet en, holdkammeraterne kan læne sig op ad ",False,
3247,CHAMPIONS LEAGUE ,Odense Håndbold snubler mod ungarsk tophold og storspillende Sandra Toft ,Odense Håndbold kunne ikke hamle op med Györ i lørdagens Champions League-opgør ,True,
3248,Håndbold,"Aalborg er skræmmende - og vi har ikke set toppen, mener ekspert",Aalborg Håndbold har fået en drømmestart i Håndboldligaen med maksimumpoint efter otte kampe ,True,
3249,Ishockey VM,Ekspert om Ehlers' klarmelding: - Det gør en kæmpe forskel,"Efter mange dages tvivl om Danmarks største ishockeystjerne ligger det nu fast, at Nikolaj Ehlers stiller til start i Danmarks første VM-kamp lørdag",False,
3250,OL,Hesteherpes skaber usikkerhed for danske OL-håb,Aflyste stævner i det meste af Europa hindrer for tiden danske topryttere i at indfri OL-kvalifikationskrav ,False,
3251,Vinter-OL,Danmark overrasker igen - sikrer vital andenplads,"Danmark slutter som nummer to i det indledende gruppespil, efter de lørdag overraskende vandt over Schweiz",True,
3252,SPORT ,Den norske konge af langrend ,"Nordmanden Petter Northug sikrede sit tredje langrendsguld ved VM i Tjekkiet, da han trods krampe afviste konkurrenterne på 50 kilometer ",True,
3253,Ishockey,Historisk aften i dansk ishockey ,Tirsdag kan alle DM-kvartfinalerne blive afgjort i kamp 6. Især for Herlev Eagles kan det blive en speciel aften. ,False,
3254,Atletik ,Drøm blev til virkelighed: - Hvad skete der?,Zharnel Hughes har sat britisk rekord på den mytiske 100 meter,True,
3255,KVINDELANDSHOLDET ,"Der er ny chef i butikken, og nu bliver der blæst til angreb ","Fredag aften skal det danske landshold stå ansigt til ansigt med Tyskland. Kampen kan følges på DR1, DRTV og Liga på P4 ",False,
3256,KORT SPORT ,Magnus Cort udgår af etape efter styrt ,Tidligt på 7. etape af Tirreno-Adriatico styrtede Magnus Cort og udgik med et brækket kraveben ,False,x
3257,Ishockey,Dansk landstræner har fået nyt job,Heinz Ehlers bytter jobbet som dansk landstræner ud med endnu et trænerjob i schweizisk ishockey,False,
3258,BASKETBALL ,Dansk basketstjerne bryder muren: Skifter til verdens bedste liga og har 'rigtig gode chancer for succes' ,"Gabriel Lundberg har skrevet under på en kontrakt med Phoenix Suns i den amerikanske liga, NBA ",False,
3259,Badminton ,"- Det er næsten surrealistisk, siger Skaarup",Kim Astrup og Anders Skaarup vandt Arctic Open søndag ,True,
3260,Volleyball ,TV: Volley-blokering går helt galt,Beachvolleyball er ikke ufarligt måtte en polsk duo lørdag konstatere ved et stævne i Berlin,False,
3261,Atletik ,Caster Semenya stiller til start i København,"Caster Semenya, der har fået stor opmærksomhed for sit testosteronniveau, er med i Copenhagen Athletics Games",False,
3262,Ishockey VM,Danmark ramt af dårlig nyhed efter ydmygelse,"Meget tyder på, at Oliver Lauridsen er færdig ved dette års VM. Det vurderer dansk landsholdslæge efter danskernes opgør mod Schweiz",False,
3263,Ishockey VM,- Han viste sit store værd og hjerte i de afgørende boxplay,TV 2 SPORTs ishockeyekspert Morten Green giver karakterer til de danske ishockeyherrer og landstræner Heinz Ehlers efter VM-nederlaget til Tjekkiet,True,
3264,CHAMPIONS LEAGUE ,Bayern-stjerne er advaret om Parkens plettede plæne og FCK's vilde statistikker ,"Hos Bayern München er der læst på lektien, og tyskerne har stor respekt for cheftræner Jacob Neestrups FCK-mandskab inden tirsdagens Champions League-kamp ",False,
3265,VINTERSPORT ,Kvindelige skihoppere tager historisk spring: 'Det har været en lang kamp at nå hertil' ,Søndag skal de kvindelige skihoppere for første gang i konkurrence i skiflyvning ,False,
3266,Ishockey,Aalborg Pirates vinder DM-guld,"Det endte med en storsejr for Aalborgs ishockeyherrer, som vandt den femte kamp i finaleserien over Rungsted",True,
3267,Cykling ,"Roglic var utilfreds med Vingegaard-situation, siger ny chef",Primoz Roglic forlader Jumbo-Visma til fordel for BORA - hansgrohe ,False,
3268,ISHOCKEY ,"Dansk ishockey skøjter derudad, men talenterne mangler, og 'det er voldsomt alarmerende' ","Antallet af danske spillere i verdens bedste ishockeyliga, NHL, er det laveste i tolv sæsoner ",False,
3269,Ishockey,Anfører opløst i tårer efter DM-triumf,"Julian Jakobsen var meget rørt, da han skulle sætte ord på sine følelser efter DM-triumfen. ",True,
3270,FORMEL 1,"Røgen fra det bombede oliedepot havde knap lagt sig, da Verstappen vandt Formel 1 få kilometer derfra","Kevin Magnussen blev nummer 9 i i et forrygende race i Saudi-Arabien. Men løbet udspillede sig i skyggen af en krig, der et øjeblik truede med at stjæle fokus ",True,
3271,Ishockey VM,VM-debutant leverede 'stærk indsats' trods begrænset hjælp,TV 2 SPORTs ishockeyekspert Morten Green giver karakterer til de danske ishockeyherrer og landstræner Heinz Ehlers efter nederlaget til Rusland,False,
3272,KORT SPORT,Vildt uvejr aflyser håndboldopgør i Ringsted ,"Stormen raser i Danmark, og det vilde vejr får nu også sportslig indflydelse",False,
3273,Sejlsport ,Dansk SailGP-hold stryger til tops i San Francisco,Anført af Nicolai Sehested vandt Danmarks SailGP-hold Impact League knebent foran New Zealand,True,
3274,Ishockey,Esbjerg tvinger semifinale ud i afgørende kamp,Esbjerg Energy tog sin første hjemmesejr i semifinalerne mod Herning og tvang serien ud i en syvende kamp,True,
3275,Ishockey,"- Det gør ondt helt ind i hjertet, siger Nikolaj Ehlers","De danske NHL-spillere må vinke farvel til drømmen om vinter-OL, hvor Danmark for første gang nogensinde er kvalificeret",False,x
3276,Ishockey,Danmark lider smalt nederlag i VM-test,"Der måtte straffeslag til at afgøre testkampen mod Tyskland, hvor især Danmarks anfører viste målform",False,
3277,GOLF ,Amerikaner hvisker til europæer og pludselig bryder Ryder Cup-jublen løs ,"Golfspilleren Tommy Fleetwood var manden bag det afgørende halve point, som sikrede Europa sejren i Ryder Cup ",True,
3278,Badminton ,Astrup og Skaarup klar til kvartfinale,De to danskere bygger videre på stimen af sejre ,True,
3279,HÅNDBOLD ,Overlegne Odense Håndbold vinder med 15 mål i Champions League ,De danske håndboldkvinder vandt overbevisende over Budocnost fra Montenegro i Champions League ,True,
3280,SPORT ,Dansk MMA-fighter tager stor skalp i dramatisk kamp ,"Alle tre runder måtte i brug, før Nicolas Dalby kunne erklæres som vinder mod amerikanske Daniel Rodriguez ",True,
3281,Golf ,Dansk profil mister tourkortet: - Det er golf i en nøddeskal,"Teknisk var der fremgang i 2022, men mentalt var Joachim B. Hansen ikke på toppen i 2022, erkender han",False,
3282,SVØMNING ,"'Det værste var, at man aldrig vidste, hvor man havde ham' ","Micha Østergaards karriere toppede med en OL-semifinale i 2008, men gennem svømmekarrieren stod to landstrænere på bassinkanten og gjorde tilværelsen ulidelig for én af landets bedste svømmere ",False,
3283,Volleyball ,Aalborg mod Marienlyst i pokalfinale,"Det bliver Aalborg HIK mod det odenseanske hold Marienlyst, der skal mødes i herrernes pokalfinale i volleyball. Det står fast efter lørdagens semifinaler",False,x
3284,Boksning ,Micki Nielsen taber titelkamp - tæt på karrierestop,Micki Nielsen var for stillestående i kamp om europamester titel i cruiservægt. Han ventes nu at sige stop,True,
3285,EM HÅNDBOLD ,Skuffelsen fylder hos de danske profiler efter finalenederlag: 'Det gør ondt' ,Danmarks landstræner Jesper Jensen er skuffet efter nederlaget på 25-27 til Norge i EM-finalen ,True,
3286,MMA ,Dansk MMA-kæmper udraderer stærk russer,MMA-kæmperen Nicolas Dalby besejrede i en seværdig UFC-dyst russeren Muslim Salikhov i Las Vegas ,True,
3287,TENNIS,Topspiller efter sin sejr: Wozniacki kan kæmpe med om Australian Open-titel,"Coco Gauff fik nedkæmpet Caroline Wozniacki, som amerikaneren har dyb respekt for efter US Open-møde ",True,
3288,FÆGTNING ,VIDEO Suveræne russere tager guldet i sabel for kvinder ,Yana Egorian og co. sablede sig til guldet efter en finalesejr over Ukraine ,True,
3289,SPORT,Danmark misser OL-kval i kørestolsrugby ,Efter en dramatisk afslutning mod Sverige i EM-semifinalen måtte det danske kørestolsrugbylandsholds strække våben ,True,
3290,Sejlsport ,Dansk båd blæser ind på tredjeplads,"Nicolai Sehested og co. nåede for anden gang i træk podiet i SailGP, der i denne uge var forbi Danmark",True,
3291,SUPERLIGA ,17-årig FCK'er vendte topbrag på fem minutter: 'Svært at beskrive' ,Fodboldspilleren Roony Bardghji scorede to mål på fem minutter i afslutningen af søndagens 3F Superliga-brag mellem FC København og Brøndby ,True,x
3292,DANSKERNE ,Enestående Emma Aastrand Jørgensen vinder sin anden OL-medalje: Se danskerens vilde slutspurt her ,Emma Aastrand Jørgensen vandt her til morgen sin anden bronzemedalje ved dette års OL ,True,
3293,Håndbold ,Esbjerg dukker Champions League-mester i sidste sekund,Henny Reistad huggede i sidste sekund Team Esbjerg på 38-37 over Vipers Kristiansand ,True,
3294,VOLLEYBALL ,Overraskelse i DM-finalen: Hvidovre slår Gentofte og holder liv i håbet om volleyguld ,Hvidovre forlænger finaleserien efter en sejr på 3-1 over de forsvarende mestre fra Gentofte tirsdag aften ,True,
3295,Golf ,Amerikansk golfspiller sikrer første majorsejr i The Open,"Nicolai Højgaard faldt tilbage på sidste runde af The Open, som blev vundet af amerikanske Brian Harman",True,
3296,Ishockey,"Herlev, Esbjerg og Aalborg har kurs mod semifinalerne","Herlev Eagles fører 3-1 i kvartfinaleserien mod Odense Bulldogs, efter at holdet fredag vandt 6-3",True,
3297,SPORT ,Finsk spydkaster hædret ,"Den finske verdensmester i spydkast, Tero Pitkamaki, er blevet hædret med titlen årets mandlige europæiske atlet 2007 ",False,x
3298,Ishockey VM,"- Det er nok til deres fordel, siger dansker før VM-skæbnekamp","Danmark skal spille kampe to dage i træk, mens Slovakiet får to fridage frem mod det afgørende møde, som sender et af holdene i kvartfinalerne",False,
